78.300, 100, None
78.243, 99 , None
78.205, 98, None
78.181, 97, None
78.174, 96, None
78.177, 95, None
78.195, 94, None
78.227, 93, None
78.259, 92, None
78.270, 91, None
78.323, 90, None
78.645, 85, None
79.050, 80, None
79.505, 75, None
80.438, 65, None
81.77, 55, None
82.43, 48, None
83.87, 33, None
85.41, 26, None
87.32, 20, None
91.80, 10, None
100.00, 0, None
